title,creation_date,creation_date_earliest,creation_date_latest,medium,accession_number,id,credit_line,date_acquired,department,physical_location,item_width,item_height,item_depth,item_diameter,web_url,provenance_text,classification,image_url,artist_id,party_type,full_name,cited_name,role,nationality,birth_date,death_date,birth_place,death_place
Box,18th century,1700-01-01,1799-01-01,ormolu,70.32.2622,cmoa:things/e791e751-fe46-4fea-8f8b-5e3bbe586349,Ailsa Mellon Bruce Collection,1970-10-08,Decorative Arts and Design,Not on View,4.75,4.0,3.5,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1014856,Ailsa Mellon Bruce,containers,http://collection.cmoa.org/CollectionImage.aspx?irn=2851&size=Medium,cmoa:parties/64e4f047-4143-4256-8cba-557e3c6b6787,Person,unknown French,unknown French,,French,,,,
Scimitar,16th-18th century,1524-12-22,1750-01-01,"steel, brass, and velvet",70.32.2623,cmoa:things/a2ae91fb-e42d-4562-8dcf-d123215568ea,Ailsa Mellon Bruce Collection,1970-10-08,Decorative Arts and Design,Not on View,4.5,29.0,3.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1014857,Ailsa Mellon Bruce,weapons and ammunition,http://collection.cmoa.org/CollectionImage.aspx?irn=7472&size=Medium,cmoa:parties/2d0e4e4e-5454-4493-8617-023ca718a6f7,Person,unknown Turkish,unknown Turkish,,Turkish,,,,
Mace,16th-18th century,1524-12-22,1750-01-01,steel and brass inlaid with gold,70.32.2624,cmoa:things/214e5373-67b4-42eb-a01b-2ec745a24f6c,Ailsa Mellon Bruce Collection,1970-10-08,Decorative Arts and Design,Not on View,3.5,26.5,3.5,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1014858,Ailsa Mellon Bruce,Metals,http://collection.cmoa.org/CollectionImage.aspx?irn=7473&size=Medium,cmoa:parties/36b80b9f-9020-48f7-a8b7-a3ee3c01c5b1,Person,unknown Near Eastern,unknown Near Eastern,,Near Eastern,,,,
Plate,Qianlong period (1736-1795),1736-01-01,1795-01-01,Porcelain,70.32.2695,cmoa:things/b599a516-7307-4954-9d14-c345411d120a,Ailsa Mellon Bruce Collection,1970-10-08,Decorative Arts and Design,Not on View,9.0,0.875,9.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1014933,Ailsa Mellon Bruce,Ceramics,http://collection.cmoa.org/CollectionImage.aspx?irn=2030&size=Medium,cmoa:parties/b21e4f72-77fc-4c7a-8343-74c67e9c4f3b,Person,unknown Chinese,unknown Chinese,,Chinese,,,,
Horse with Ochre Blanket,19th century,1800-01-01,1899-01-01,porcelain,70.32.2712,cmoa:things/60323623-a39a-4488-bf74-268f9d61703d,Ailsa Mellon Bruce Collection,1970-10-08,Decorative Arts and Design,Not on View,6.562,6.0,2.5,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1014952,Ailsa Mellon Bruce,Ceramics,http://collection.cmoa.org/CollectionImage.aspx?irn=2853&size=Medium,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,probably by,English,,,,
Horse with Red Blanket,c. 1820,1815-01-01,1825-01-01,porcelain,70.32.2714,cmoa:things/8c884ffc-86be-433a-9fad-0558fa2a2837,Ailsa Mellon Bruce Collection,1970-10-08,Decorative Arts and Design,Not on View,6.125,6.375,2.312,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1014954,Ailsa Mellon Bruce,Ceramics,http://collection.cmoa.org/CollectionImage.aspx?irn=2854&size=Medium,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
Plateau,18th century,1700-01-01,1799-01-01,gilt bronze and velvet,70.32.39,cmoa:things/39a99572-398e-44f6-8723-b7afac1b7e8a,Ailsa Mellon Bruce Collection,1970-10-08,Decorative Arts and Design,Not on View,16.75,21.0,1.25,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1015104,,Metals,http://collection.cmoa.org/CollectionImage.aspx?irn=2037&size=Medium,cmoa:parties/64e4f047-4143-4256-8cba-557e3c6b6787,Person,unknown French,unknown French,,French,,,,
Settee or Sofa (Canape),c. 1745-1760,1740-01-01,1765-01-01,wood and silk brocade,70.32.62,cmoa:things/f60daf4e-e395-433f-934c-f39af2231add,Ailsa Mellon Bruce Collection,1970-10-08,Decorative Arts and Design,Not on View,72.0,40.25,36.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1015346,,Wood,http://collection.cmoa.org/CollectionImage.aspx?irn=53970&size=Medium,cmoa:parties/64e4f047-4143-4256-8cba-557e3c6b6787,Person,unknown French,unknown French,,French,,,,
Console,c. 1770-1785,1765-01-01,1790-01-01,wood and marble,70.32.64,cmoa:things/c6fd65ac-2ae5-4dd8-91d7-0931c0558cb7,Ailsa Mellon Bruce Collection,1970-10-08,Decorative Arts and Design,Not on View,62.0,34.5,18.5,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1015367,,Wood,http://collection.cmoa.org/CollectionImage.aspx?irn=54168&size=Medium,cmoa:parties/64e4f047-4143-4256-8cba-557e3c6b6787,Person,unknown French,unknown French,,French,,,,
Console,c. 1770-1785,1765-01-01,1790-01-01,wood and marble,70.32.65,cmoa:things/51264d48-f450-4f2c-abce-b584599bbb36,Ailsa Mellon Bruce Collection,1970-10-08,Decorative Arts and Design,Not on View,62.0,34.5,18.5,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1015378,,Wood,http://collection.cmoa.org/CollectionImage.aspx?irn=103580&size=Medium,cmoa:parties/64e4f047-4143-4256-8cba-557e3c6b6787,Person,unknown French,unknown French,,French,,,,
Pike,16th century,1499-12-23,1599-01-01,steel and wood,70.36.11,cmoa:things/0bcebc87-ed7b-4625-8773-d036da482c31,Gift of Mr. and Mrs. J. P. Miller,1970-10-08,Decorative Arts and Design,Not on View,4.0,89.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1015765,"Gift of Mr. and Mrs. J. P. Miller, Ft. Lauderdale, FL and Waynesburg, PA, 1970.",Metals,,cmoa:parties/db0f3f08-4336-4301-90ba-05d50ea6e3db|cmoa:parties/e6a1fe12-6ac6-412e-b246-7e3a2bb5a3ef,Person|Person,unknown German|unknown Italian,unknown German|unknown Italian,possibly by|possibly by,German|Italian,|,|,|,|
Hatchet,18th-19th century,1750-01-01,1850-01-01,"iron, wood",70.36.14,cmoa:things/a3bab94b-d336-468e-8c7d-ade1ae7fd5fe,Gift of Mr. and Mrs. J. P. Miller,1970-10-08,Decorative Arts and Design,Not on View,10.0,15.25,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1015775,"Gift of Mr. and Mrs. J. P. Miller, Ft. Lauderdale, FL and Waynesburg, PA, 1970.",Metals,,cmoa:parties/b255d09b-fb23-49da-b379-6fec5674f100,Person,"unknown Congolese, Bajokwe","unknown Congolese, Bajokwe",,Congolese,,,,
Mask with Panels,19th-20th century,1800-01-01,1970-01-01,wood and cloth,70.36.4,cmoa:things/6d207659-d33b-424b-8e27-3ca7e836aba4,Gift of Mr. and Mrs. J. P. Miller,1970-10-08,Decorative Arts and Design,Not on View,7.0,9.0,2.25,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1015783,"Gift of Mr. and Mrs. J. P. Miller, Ft. Lauderdale, FL and Waynesburg, PA, 1970.",Wood,,cmoa:parties/883f3955-6464-4d65-93e7-a0445f75e2f8,Person,"unknown Congolese, Basonge","unknown Congolese, Basonge",,Congolese,,,,
Eskimo Mask,1875-1925,1875-01-01,1925-01-01,wood,70.36.5,cmoa:things/a902d00f-3565-448e-b507-e8d1b6c5b7a3,Gift of Mr. and Mrs. J. P. Miller,1970-10-08,Decorative Arts and Design,Not on View,6.5,10.375,2.625,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1015784,"Gift of Mr. and Mrs. J. P. Miller, Ft. Lauderdale, FL and Waynesburg, PA, 1970.",Wood,http://collection.cmoa.org/CollectionImage.aspx?irn=8101&size=Medium,cmoa:parties/71b87ace-af05-4a19-87f4-1831eedd6527,Person,unknown Greenlandic,unknown Greenlandic,,Greenlandic,,,,
"Quilt, Courthouse Steps Design",c. 1850,1845-01-01,1855-01-01,quilted silks and velvets,70.37.1,cmoa:things/cefe45e0-c1b9-43e4-b7ac-128d9a67c580,Gift of Nancy Noyes and Josephine F. Noyes,1970-10-08,Decorative Arts and Design,Not on View,62.0,56.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1015789,"Nancy And Josephine F. Noyes, Pittsburgh, PA",Textiles,http://collection.cmoa.org/CollectionImage.aspx?irn=11876&size=Medium,cmoa:parties/03896989-0756-4eac-9894-2908dbb8a7be,Person,unknown American,unknown American,,American,,,,
"Quilt, Courthouse Steps Design",c. 1850,1845-01-01,1855-01-01,quilted silks and velvets,70.37.2,cmoa:things/2f7fa64b-f824-4792-9ed8-d79dfd6bbfa7,Gift of Nancy Noyes and Josephine F. Noyes,1970-10-08,Decorative Arts and Design,Not on View,62.0,57.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1015790,"Nancy And Josephine F. Noyes, Pittsburgh, PA",Textiles,http://collection.cmoa.org/CollectionImage.aspx?irn=11875&size=Medium,cmoa:parties/03896989-0756-4eac-9894-2908dbb8a7be,Person,unknown American,unknown American,,American,,,,
Creamer,18th-19th century,1750-01-01,1850-01-01,luster painted and transfer printed glazed earthenware,70.39,cmoa:things/80efdc97-6dcc-465c-8a55-8fcb78dcfaf0,"Gift of Miss A. J. Saltzman in honor of her sister, Mrs. Paul Tate",1970-10-08,Decorative Arts and Design,Not on View,5.25,4.375,0.0,3.5,http://collection.cmoa.org/CollectionDetail.aspx?item=1015792,Miss A. J. Saltzman,Ceramics,http://collection.cmoa.org/CollectionImage.aspx?irn=1385&size=Medium,cmoa:parties/cf835706-40e7-462f-889d-5ace2189ca2e,Person,"unknown English, Staffordshire","unknown English, Staffordshire",,English,,,,
Edging,18th century,1700-01-01,1799-01-01,flax thread,70.41.10,cmoa:things/6163e06f-32e1-4174-b7d4-f18e25cd3449,"Gift of Mrs. Henry H. Van Cleef in memory of her mother, Mary Thaw Thompson",1970-10-08,Decorative Arts and Design,Not on View,3.25,78.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1015797,"Ex-collection: Mrs. Mary Thaw Thompson (Mrs. William Reed Thompson) as per her daughter, Mrs. Henry H. Van Cleef.
Mrs. Henry H. Van Cleef, Watch Hill, Rhode Island",Textiles,http://collection.cmoa.org/CollectionImage.aspx?irn=2934&size=Medium,cmoa:parties/64e4f047-4143-4256-8cba-557e3c6b6787,Person,unknown French,unknown French,,French,,,,
Edging,18th century,1700-01-01,1799-01-01,flax thread,70.41.11,cmoa:things/d9cee1fb-19ff-4dbf-928c-4213b87e4526,"Gift of Mrs. Henry H. Van Cleef in memory of her mother, Mary Thaw Thompson",1970-10-08,Decorative Arts and Design,Not on View,2.0,14.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1015798,"Ex-collection: Mrs. Mary Thaw Thompson (Mrs. William Reed Thompson) as per Mrs. Van Cleef, her daughter.
Mrs. Henry H. Van Cleef, Watch Hill, Rhode Island",Textiles,http://collection.cmoa.org/CollectionImage.aspx?irn=9718&size=Medium,cmoa:parties/ae85f250-2a09-45b6-aff1-112dcc4e5f72,Person,"unknown Flemish, Binche","unknown Flemish, Binche",,Flemish,,,,
Edging,19th century,1800-01-01,1899-01-01,flax thread,70.41.12,cmoa:things/9876ac2f-e4e4-41ea-b084-67b72191f93f,"Gift of Mrs. Henry H. Van Cleef in memory of her mother, Mary Thaw Thompson",1970-10-08,Decorative Arts and Design,Not on View,2.875,17.125,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1015799,"Ex-collection: Mrs. Mary Thaw Thompson (Mrs. William Reed Thompson) as per her daughter, Mrs. Henry H. Van Cleef.
Mrs. Henry H. Van Cleef, Watch Hill, Rhode Island",Textiles,http://collection.cmoa.org/CollectionImage.aspx?irn=2951&size=Medium,cmoa:parties/8403e000-5013-4a76-9eee-b87cb971f09a,Person,unknown Flemish,unknown Flemish,,Flemish,,,,
Edging,19th century,1800-01-01,1899-01-01,flax thread,70.41.13,cmoa:things/ff5ecd85-2d39-4ce2-bca4-8d4d64fd2012,"Gift of Mrs. Henry H. Van Cleef in memory of her mother, Mary Thaw Thompson",1970-10-08,Decorative Arts and Design,Not on View,1.875,107.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1015800,"Ex-collection: Mrs. Mary Thaw Thompson (Mrs. William Reed Thompson) as per her daughter, Mrs. Henry H. Van Cleef.
Mrs. Henry H. Van Cleef, Watch Hill, Rhode Island",Textiles,http://collection.cmoa.org/CollectionImage.aspx?irn=2947&size=Medium,cmoa:parties/8403e000-5013-4a76-9eee-b87cb971f09a,Person,unknown Flemish,unknown Flemish,,Flemish,,,,
Edging,18th century,1700-01-01,1799-01-01,flax thread?,70.41.14,cmoa:things/ab3fa4eb-9750-4df7-b282-5d728b3122cd,"Gift of Mrs. Henry H. Van Cleef in memory of her mother, Mary Thaw Thompson",1970-10-08,Decorative Arts and Design,Not on View,8.0,139.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1015801,"Ex-collection: Mrs. Mary Thaw Thompson (Mrs. William Reed Thompson) as per her daughter, Mrs. Henry H. Van Cleef.
Mrs. Henry H. Van Cleef, Watch Hill, Rhode Island",Textiles,http://collection.cmoa.org/CollectionImage.aspx?irn=9729&size=Medium,cmoa:parties/59d018b5-8fd4-4764-b686-cb8f16b8769c,Person,unknown,unknown,,undetermined,,,,
Edging,late 19th century,1850-01-01,1900-01-01,flax threads,70.41.1,cmoa:things/d06edc1e-8425-4704-93bb-e4760cba94db,"Gift of Mrs. Henry H. Van Cleef in memory of her mother, Mary Thaw Thompson",1970-10-08,Decorative Arts and Design,Not on View,5.625,112.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1015802,"Collection of Mrs. Mary Thaw Thompson (Mrs. William Reen Thompson) as per her daughter, Mrs. Henry H. Van Cleef
Mrs. Henry H. Van Cleef, Watch Hill, Rhode Island",Textiles,http://collection.cmoa.org/CollectionImage.aspx?irn=3083&size=Medium,cmoa:parties/402f1a7a-6e36-48ae-b46c-3bf18a9af354,Person,"unknown Belgian, Brussels","unknown Belgian, Brussels",,Belgian,,,,
Collar (Fichu),mid 18th century,1725-01-01,1775-01-01,flax threads,70.41.2,cmoa:things/793e5ccc-8abc-4c55-b430-80b7df536382,"Gift of Mrs. Henry H. Van Cleef in memory of her mother, Mary Thaw Thompson",1970-10-08,Decorative Arts and Design,Not on View,59.25,17.75,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1015803,"Ex-collection: Mrs. Mary Thaw Thompson (Mrs. William Reed Thompson) as per her daughter, Mrs. Henry H. Van Cleef.
Mrs. Henry H. Van Cleef, Watch Hill, Rhode Island",Textiles,http://collection.cmoa.org/CollectionImage.aspx?irn=10114&size=Medium,cmoa:parties/1e4c07be-980f-4311-88b9-628e0c3b0a8a,Person,"unknown Flemish, Brussels","unknown Flemish, Brussels",,Flemish,,,,
Edging,19th century,1800-01-01,1899-01-01,flax threads,70.41.3,cmoa:things/fb769664-b682-402f-918c-cf3c69af8e67,"Gift of Mrs. Henry H. Van Cleef in memory of her mother, Mary Thaw Thompson",1970-10-08,Decorative Arts and Design,Not on View,21.25,23.75,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1015804,"Ex-collection: Mrs. Mary Thaw Thompson (Mrs. William Reed Thompson) as per her daughter, Mrs. Henry H. Van Cleef.
Mrs. Henry H. Van Cleef, Watch Hill, Rhode Island",Textiles,http://collection.cmoa.org/CollectionImage.aspx?irn=10097&size=Medium,cmoa:parties/402f1a7a-6e36-48ae-b46c-3bf18a9af354,Person,"unknown Belgian, Brussels","unknown Belgian, Brussels",,Belgian,,,,
Edging,c. 1765,1755-01-01,1775-01-01,flax threads,70.41.4,cmoa:things/fe2aece4-8821-4b69-a206-6982e8dc6a4b,"Gift of Mrs. Henry H. Van Cleef in memory of her mother, Mary Thaw Thompson",1970-10-08,Decorative Arts and Design,Not on View,3.375,45.75,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1015805,"Ex-collection: Mrs. Mary Thaw Thompson (Mrs. William Reed Thompson) as per her daughter, Mrs. Henry H. Van Cleef.
Mrs. Henry H. Van Cleef, Watch Hill, Rhode Island",Textiles,http://collection.cmoa.org/CollectionImage.aspx?irn=2948&size=Medium,cmoa:parties/64e4f047-4143-4256-8cba-557e3c6b6787,Person,unknown French,unknown French,,French,,,,
Cuffs,late 19th century,1725-01-01,1775-01-01,flax threads,70.41.5.A-B,cmoa:things/ba65a58e-f29d-47e5-ac2d-f89e38600023,"Gift of Mrs. Henry H. Van Cleef in memory of her mother, Mary Thaw Thompson",1970-10-08,Decorative Arts and Design,Not on View,3.0,9.625,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1015806,"Ex-collection: Mrs. Mary Thaw Thompson (Mrs. William Reed Thompson) as per Mrs. Van Cleef, her daughter.
Mrs. Henry H. Van Cleef, Watch Hill, Rhode Island",Textiles,http://collection.cmoa.org/CollectionImage.aspx?irn=9411&size=Medium,cmoa:parties/402f1a7a-6e36-48ae-b46c-3bf18a9af354,Person,"unknown Belgian, Brussels","unknown Belgian, Brussels",,Belgian,,,,
Cap Crown,18th century,1700-01-01,1799-01-01,flax threads,70.41.6,cmoa:things/a1df6fb7-c8d9-4653-8bc7-b746af5573b9,"Gift of Mrs. Henry H. Van Cleef in memory of her mother, Mary Thaw Thompson",1970-10-08,Decorative Arts and Design,Not on View,7.75,10.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1015807,"Ex-collection: Mrs. Mary Thaw Thompson (Mrs. William Reed Thompson) as per Mrs. Van Cleef, her daughter.
Mrs. Henry H. Van Cleef, Watch Hill, Rhode Island",Textiles,http://collection.cmoa.org/CollectionImage.aspx?irn=9568&size=Medium,cmoa:parties/402f1a7a-6e36-48ae-b46c-3bf18a9af354,Person,"unknown Belgian, Brussels","unknown Belgian, Brussels",,Belgian,,,,
Collar,19th century,1800-01-01,1899-01-01,flax thread,70.41.7,cmoa:things/597825b4-59b0-4e58-b62d-f9ee4f4db05c,"Gift of Mrs. Henry H. Van Cleef in memory of her mother, Mary Thaw Thompson",1970-10-08,Decorative Arts and Design,Not on View,18.25,21.5,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1015808,"Ex-collection: Mrs. Mary Thaw Thompson (Mrs. William Reed Thompson) as per her daughter, Mrs. Henry H. Van Cleef.
Mrs. Henry H. Van Cleef, Watch Hill, Rhode Island",Textiles,http://collection.cmoa.org/CollectionImage.aspx?irn=10094&size=Medium,cmoa:parties/3b27d69a-7ddb-4e1b-8a81-4fb053e63800,Person,unknown Irish,unknown Irish,,Irish,,,,
Half Lappets,early 18th century,1700-01-01,1750-01-01,flax thread,70.41.8.A-B,cmoa:things/ebd3851c-2df5-4d55-83eb-8af9e52367b6,"Gift of Mrs. Henry H. Van Cleef in memory of her mother, Mary Thaw Thompson",1970-10-08,Decorative Arts and Design,Not on View,5.0,23.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1015809,"Ex-collection: Mrs. Mary Thaw Thompson (Mrs. William Reed Thompson) as per Mrs. Van Cleef, her daughter.
Mrs. Henry H. Van Cleef, Watch Hill, Rhode Island",Textiles,http://collection.cmoa.org/CollectionImage.aspx?irn=11488&size=Medium,cmoa:parties/402f1a7a-6e36-48ae-b46c-3bf18a9af354,Person,"unknown Belgian, Brussels","unknown Belgian, Brussels",,Belgian,,,,
Lappet,18th century,1700-01-01,1799-01-01,flax thread,70.41.9,cmoa:things/07db3ffb-c0bc-4368-8987-ceafb43b3a7d,"Gift of Mrs. Henry H. Van Cleef in memory of her mother, Mary Thaw Thompson",1970-10-08,Decorative Arts and Design,Not on View,6.125,18.0,0.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1015810,"Ex-collection: Mrs. Mary Thaw Thompson (Mrs. William Reed Thompson) as per her daughter, Mrs. Henry H. Van Cleef.
Mrs. Henry H. Van Cleef, Watch Hill, Rhode Island",Textiles,http://collection.cmoa.org/CollectionImage.aspx?irn=9670&size=Medium,cmoa:parties/59d018b5-8fd4-4764-b686-cb8f16b8769c,Person,unknown,unknown,,undetermined,,,,
"Tile, Wall",16th century,1499-12-23,1599-01-01,tin glazed ceramic,70.44,cmoa:things/a1e56e98-b7ba-4a8b-8037-2859fa9bdc90,Mrs. Fred C. Foy Purchase Fund,1970-10-08,Decorative Arts and Design,Not on View,13.375,12.125,0.875,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1015815,"C. Dikran Kelekian, Ancient Arts, New York City, New York",Ceramics,http://collection.cmoa.org/CollectionImage.aspx?irn=1735&size=Medium,cmoa:parties/2aaf2a31-8570-408c-b38a-63b7bd3a82c9,Person,"unknown Turkish, Isnik","unknown Turkish, Isnik",,Turkish,,,,
Bottle,no date,,,porcelain,70.55.10,cmoa:things/b0fceee9-dfad-438f-8da2-6ea0f7487b8c,Gift of Mrs. Fred C. Foy,1970-12-17,Decorative Arts and Design,Not on View,4.5,5.75,4.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1015872,"Mrs. Fred C. Foy, Rector, PA",Ceramics,http://collection.cmoa.org/CollectionImage.aspx?irn=3220&size=Medium,cmoa:parties/3f8d5656-1fd7-4a8e-91ff-6e898787792f,Person,unknown Japanese,unknown Japanese,,Japanese,,,,
Covered Bowl,c. 1200-1499,1194-12-25,1503-12-22,Ceramic,70.55.1.A-B,cmoa:things/7e2e3ac7-e348-4b86-9c6a-3037caea8807,Gift of Mrs. Fred C. Foy,1970-12-17,Decorative Arts and Design,Not on View,3.0,2.0,3.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1015873,"Mrs. Fred C. Foy, Rector, PA",Ceramics,http://collection.cmoa.org/CollectionImage.aspx?irn=3221&size=Medium,cmoa:parties/dd21a2f8-f470-4a4b-a923-f2ea5450ff6d,Person,unknown Vietnamese,unknown Vietnamese,,Vietnamese,,,,
Covered Bowl,c. 1200-1499,1194-12-25,1503-12-22,ceramic with blue underglaze,70.55.2.A-B,cmoa:things/e0197cdb-337c-4742-aeef-4a91e26ed8af,Gift of Mrs. Fred C. Foy,1970-12-17,Decorative Arts and Design,Not on View,4.875,4.0,4.875,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1015874,"Mrs. Fred C. Foy, Rector, PA",Ceramics,http://collection.cmoa.org/CollectionImage.aspx?irn=3222&size=Medium,cmoa:parties/ae9cbe86-7144-417a-a65c-254d4eda4fdf,Person,"unknown Thai, Svargaloka","unknown Thai, Svargaloka",,Thai,1200-01-01,1499-01-01,,
Covered Bowl,c. 1200-1499,1194-12-25,1503-12-22,ceramic with brown underglazed designs,70.55.3.A-B,cmoa:things/8087e564-6dbb-44ec-90f6-4ffc7f4d5bce,Gift of Mrs. Fred C. Foy,1970-12-17,Decorative Arts and Design,Not on View,2.25,2.0,2.25,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1015875,"Mrs. Fred C. Foy, Rector, PA",Ceramics,http://collection.cmoa.org/CollectionImage.aspx?irn=3223&size=Medium,cmoa:parties/f2c6bfae-9847-4bd7-b82d-61d66109841c,Person,"unknown Thai, Svargaloka or Annamese","unknown Thai, Svargaloka or Annamese",,Thai,,,,
Candy basket,1766-1767,1766-01-01,1767-01-01,Silver,70.55.4.A-B,cmoa:things/5c759b16-4de2-461a-a926-7773515de876,Gift of Mrs. Fred C. Foy,1970-12-17,Decorative Arts and Design,Not on View,6.25,5.25,5.5,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1015876,"Mrs. Fred C. Foy, Rector, PA",containers,http://collection.cmoa.org/CollectionImage.aspx?irn=8520&size=Medium,cmoa:parties/119dfe94-1f6b-46d0-802d-0420119fafaf,Person,unknown English,unknown English,,English,,,,
Octagonal dish,17th century,1600-01-01,1699-01-01,Ceramic,70.55.9,cmoa:things/a4fa0f33-5f51-41ce-99d8-216b327afb42,Gift of Mrs. Fred C. Foy,1970-12-17,Decorative Arts and Design,Not on View,7.375,1.25,7.375,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1015881,"Mrs. Fred C. Foy, Rector, PA",Ceramics,http://collection.cmoa.org/CollectionImage.aspx?irn=1386&size=Medium,cmoa:parties/c97f731d-a87e-4bc2-b385-53e6cd58ead9,Person,"unknown Japanese, Arita","unknown Japanese, Arita",,Japanese,,,,
"Mancerina, Shell and Lotus Shaped",c. 1730,1725-01-01,1735-01-01,porcelain,70.59.1,cmoa:things/874ab450-b551-4ff2-9cc5-a1e7accf48a6,Gift of Mrs. Thomas Childs Wurts,1970-12-17,Decorative Arts and Design,"Gallery 19, Bruce Galleries",0.0,2.562,0.0,8.438,http://collection.cmoa.org/CollectionDetail.aspx?item=1015888,Mrs. Thomas Childs Wurts,Ceramics,http://collection.cmoa.org/CollectionImage.aspx?irn=2400&size=Medium,cmoa:parties/b21e4f72-77fc-4c7a-8343-74c67e9c4f3b,Person,unknown Chinese,unknown Chinese,,Chinese,,,,
Side chair,c. 1780-1790,1775-01-01,1795-01-01,Mahogany,70.59.4,cmoa:things/497e5847-e87c-426b-909a-c143c1c36a83,Gift of Mrs. Thomas Childs Wurts,1970-12-17,Decorative Arts and Design,Not on View,21.5,40.25,2.0,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1015892,Mrs. Thomas Childs Wurts,furniture,,cmoa:parties/020b9488-fc37-4231-ab8d-d29adac78070,Person,"unknown American, RI, Providence","unknown American, RI, Providence",,American,,,,
Casket,c. 1760,1750-01-01,1770-01-01,enamel on copper with gilded decoration,70.7.105.A-B,cmoa:things/b26baeab-a444-4a6b-b6bf-72e965993686,Ailsa Mellon Bruce Collection,1970-05-07,Decorative Arts and Design,"Gallery 19, Bruce Galleries",8.5,5.5,5.62,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1015914,Ailsa Mellon Bruce,containers,http://collection.cmoa.org/CollectionImage.aspx?irn=3226&size=Medium,cmoa:parties/c24b3081-12ab-4188-87a7-befc9d2e6c2d,Person,unknown British,unknown British,,British,,,,
Tea caddy,c. 1760,1750-01-01,1770-01-01,enamel on copper with gilded decoration,70.7.106.A-B,cmoa:things/d8fbb29b-b01b-410c-ae84-2b7e3203f934,Ailsa Mellon Bruce Collection,1970-05-07,Decorative Arts and Design,"Gallery 19, Bruce Galleries",3.5,4.0,2.25,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1015915,Ailsa Mellon Bruce,containers,http://collection.cmoa.org/CollectionImage.aspx?irn=3226&size=Medium,cmoa:parties/c24b3081-12ab-4188-87a7-befc9d2e6c2d,Person,unknown British,unknown British,,British,,,,
Tea caddy,c. 1760,1750-01-01,1770-01-01,enamel on copper with gilded decoration,70.7.107,cmoa:things/16f36bf6-3384-4a14-8cb8-f75a9d985d29,Ailsa Mellon Bruce Collection,1970-05-07,Decorative Arts and Design,"Gallery 19, Bruce Galleries",3.688,3.75,2.5,0.0,http://collection.cmoa.org/CollectionDetail.aspx?item=1015916,Ailsa Mellon Bruce,containers,http://collection.cmoa.org/CollectionImage.aspx?irn=3226&size=Medium,cmoa:parties/c24b3081-12ab-4188-87a7-befc9d2e6c2d,Person,unknown British,unknown British,,British,,,,
